Codice,NumeroDiPiani,Proprieta,AnnoDiCostruzione,Costruzione,PercentualeUtilizzo,Uso,Posizione,CateneCordoli,Regione,Latitudine,Longitudine,Agibilita,Provincia,Comune
FIVI_0068_00826,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2420183506972,10.1374303608573,A,MASSA-CARRARA,Fivizzano
FIVI_0052_00227,4 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.2471872871983,10.1516828170445,B,MASSA-CARRARA,Fivizzano
FIVI_0080_00091,4 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,DiAngolo,Senza catene e cordoli,Toscana,44.233821589476,10.1196167151889,B,MASSA-CARRARA,Fivizzano
FIVI_0052_00478,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2470998001283,10.1514306173994,C,MASSA-CARRARA,Fivizzano
FIVI_0068_00347,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,DiAngolo,Con catene e cordoli,Toscana,44.2397773165084,10.1273687187087,C,MASSA-CARRARA,Fivizzano
FIVI_0117_00166,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1974083536388,10.1329429122268,A,MASSA-CARRARA,Fivizzano
FIVI_0003_00439,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1922468598377,10.1084436528664,C,MASSA-CARRARA,Fivizzano
FIVI_0002_00253,5 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1867313465479,10.1015839063581,C,MASSA-CARRARA,Fivizzano
FIVI_0158_00276,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.1621591609823,10.1286413084729,B,MASSA-CARRARA,Fivizzano
FIVI_0141_00517,2 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1742459059867,10.0985994741053,B,MASSA-CARRARA,Fivizzano
FIVI_0067_00291,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2363136831425,10.1225441018551,A,MASSA-CARRARA,Fivizzano
FIVI_0067_00274,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2365849501809,10.1224240338622,A,MASSA-CARRARA,Fivizzano
FIVI_0147_00022,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1727072464284,10.0994465376673,A,MASSA-CARRARA,Fivizzano
FIVI_0143_00530,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1659828704197,10.1243365880537,A,MASSA-CARRARA,Fivizzano
FIVI_0149_00179,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1662291443331,10.1175872057861,A,MASSA-CARRARA,Fivizzano
FIVI_0142_00593,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1686620657546,10.1081270306539,A,MASSA-CARRARA,Fivizzano
FIVI_0150_00073,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1727627240882,10.139726222171,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00466,4 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,DiAngolo,Con catene e cordoli,Toscana,44.1725926738598,10.138722238918,C,MASSA-CARRARA,Fivizzano
FIVI_0134_00158,2 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.1793421136851,10.1115796808768,F,MASSA-CARRARA,Fivizzano
FIVI_0068_00136,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2425634064424,10.1369399134404,A,MASSA-CARRARA,Fivizzano
FIVI_0068_00214,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2420233356058,10.1369295141359,A,MASSA-CARRARA,Fivizzano
FIVI_0067_00107,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2381780788926,10.1252093196843,A,MASSA-CARRARA,Fivizzano
FIVI_0067_00234,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2373864480939,10.123315848305,A,MASSA-CARRARA,Fivizzano
FIVI_0070_00434,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2379833951618,10.1537573916439,A,MASSA-CARRARA,Fivizzano
FIVI_0070_00416,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2387098058512,10.1531454410336,A,MASSA-CARRARA,Fivizzano
FIVI_0070_00375,2 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Deposito,DiEstremita,Senza catene e cordoli,Toscana,44.2389848934623,10.1526498960198,E,MASSA-CARRARA,Fivizzano
FIVI_0069_00197,4 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Deposito,2_Interno,Senza catene e cordoli,Toscana,44.2369856822279,10.1544892491223,E,MASSA-CARRARA,Fivizzano
FIVI_0119_00250,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1919088889698,10.0488756559844,A,MASSA-CARRARA,Fivizzano
FIVI_0119_00290,2 Piani,pubblico,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.1913458022109,10.0513682392819,B,MASSA-CARRARA,Fivizzano
FIVI_0130_00238,4 Piani,privato,Ante_1919,Strutture_in_muratura,Tra_30_e_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1777242707582,10.0640114740402,B,MASSA-CARRARA,Fivizzano
FIVI_0119_00287,3 Piani,pubblico,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1915327369475,10.05062078913,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00365,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1740639975599,10.1356232534328,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00544,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1720395945711,10.130956177358,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00546,3 Piani,pubblico,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1719520569155,10.1307043302589,A,MASSA-CARRARA,Fivizzano
FIVI_0109_00469,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2054231495233,10.0672633106814,A,MASSA-CARRARA,Fivizzano
FIVI_0109_00325,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2072970755066,10.0690494094816,A,MASSA-CARRARA,Fivizzano
FIVI_0109_00326,3 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2072959046105,10.0691745504467,A,MASSA-CARRARA,Fivizzano
FIVI_0151_00439,4 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,DiAngolo,Con catene e cordoli,Toscana,44.1678666308058,10.1521398161709,B,MASSA-CARRARA,Fivizzano
FIVI_0150_00565,4 Piani,privato,Ante_1919,Strutture_in_muratura,Tra_30_e_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1691084486242,10.1450343558708,C,MASSA-CARRARA,Fivizzano
FIVI_0183_02082,4 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Non_utilizzato,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.1377417510953,10.1575546932858,D,MASSA-CARRARA,Fivizzano
FIVI_0151_00424,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.168040349256,10.1527685919411,A,MASSA-CARRARA,Fivizzano
FIVI_0164_00065,3 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1540393717344,10.1027263867505,A,MASSA-CARRARA,Fivizzano
FIVI_0141_00533,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.174157094345,10.0984727336667,A,MASSA-CARRARA,Fivizzano
FIVI_0141_00557,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1740658778655,10.0985961325256,A,MASSA-CARRARA,Fivizzano
FIVI_0149_00168,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1664128402627,10.1172154467722,A,MASSA-CARRARA,Fivizzano
FIVI_0159_00286,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1631276022569,10.139915942608,A,MASSA-CARRARA,Fivizzano
FIVI_0163_00368,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1515420652918,10.0814223847632,A,MASSA-CARRARA,Fivizzano
FIVI_0163_00410,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1508183956371,10.0817843012398,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00290,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2883516380959,10.1934709856544,A,MASSA-CARRARA,Fivizzano
FIVI_0056_00389,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2502906507703,10.1914486270043,A,MASSA-CARRARA,Fivizzano
FIVI_0056_00563,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2501093249329,10.1915702197611,A,MASSA-CARRARA,Fivizzano
FIVI_0159_00246,2 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1627837558023,10.1382834405126,E,MASSA-CARRARA,Fivizzano
FIVI_0141_00515,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Meno_del_30,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.1741582966264,10.0983476640141,E,MASSA-CARRARA,Fivizzano
FIVI_0163_00360,4 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Deposito,DiEstremita,Senza catene e cordoli,Toscana,44.1516297135283,10.0816740736759,E,MASSA-CARRARA,Fivizzano
FIVI_0163_00359,2 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Non_utilizzato,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1516344463715,10.0811739825625,E,MASSA-CARRARA,Fivizzano
FIVI_0163_00410,4 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Non_utilizzato,Deposito,DiEstremita,Senza catene e cordoli,Toscana,44.1508183956371,10.0817843012398,E,MASSA-CARRARA,Fivizzano
FIVI_0057_00032,4 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2511816051059,10.1923433966687,E,MASSA-CARRARA,Fivizzano
FIVI_0068_00184,2 Piani,pubblico,Ante_1919,Strutture_in_muratura,Oltre_65,Deposito,DiEstremita,Senza catene e cordoli,Toscana,44.2415614859697,10.129030834377,E,MASSA-CARRARA,Fivizzano
FIVI_0067_00080,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2387354014684,10.1234667369031,A,MASSA-CARRARA,Fivizzano
FIVI_0067_00152,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.238105315469,10.1234547498089,A,MASSA-CARRARA,Fivizzano
FIVI_0067_00232,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2373926010275,10.1226898359511,A,MASSA-CARRARA,Fivizzano
FIVI_0081_00258,3 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2366441711887,10.1255557666319,A,MASSA-CARRARA,Fivizzano
FIVI_0080_00072,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2346873089823,10.1231392903836,A,MASSA-CARRARA,Fivizzano
FIVI_0148_00480,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1624251642174,10.1013817423674,A,MASSA-CARRARA,Fivizzano
FIVI_0137_00469,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1739216572663,10.1408743617026,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00424,3 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1735139716324,10.1366134245118,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00473,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1725014145632,10.1388455716226,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00009,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2894396010366,10.1927409951154,A,MASSA-CARRARA,Fivizzano
FIVI_0007_01006,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.288718218527,10.1928517333798,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00476,3 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2884141279517,10.1961042688243,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00314,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Tra_30_e_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2881860101644,10.1920889615609,E,MASSA-CARRARA,Fivizzano
FIVI_0070_00416,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2387098058512,10.1531454410336,A,MASSA-CARRARA,Fivizzano
FIVI_0070_00416,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2387098058512,10.1531454410336,C,MASSA-CARRARA,Fivizzano
FIVI_0070_00424,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2386185307806,10.1532688870881,C,MASSA-CARRARA,Fivizzano
FIVI_0151_00356,3 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.168579162378,10.1529041645111,A,MASSA-CARRARA,Fivizzano
FIVI_0124_127+,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.1913619046427,10.0496167275785,A,MASSA-CARRARA,Fivizzano
FIVI_0151_00765,4 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,DiAngolo,Senza catene e cordoli,Toscana,44.1666630319362,10.1374824933357,B,MASSA-CARRARA,Fivizzano
FIVI_0158_00480,4 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.1589149745574,10.1289546543593,B,MASSA-CARRARA,Fivizzano
FIVI_0007_00937,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2884923245087,10.1972338646925,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00252,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2884298607509,10.1946005773851,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00828,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2885146278963,10.1951036328431,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00167,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2886282092434,10.1928499119638,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00119,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2887195267886,10.1927264250117,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00121,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2888082278091,10.1928535548043,A,MASSA-CARRARA,Fivizzano
FIVI_0007_01183,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2886670891303,10.1977387531014,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00049,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2890000158861,10.1917294168949,A,MASSA-CARRARA,Fivizzano
FIVI_0007_00037,4 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,DiAngolo,Senza catene e cordoli,Toscana,44.2891734972262,10.192359603238,B,MASSA-CARRARA,Fivizzano
FIVI_0007_01131,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Meno_del_30,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2894356757415,10.1931169247853,B,MASSA-CARRARA,Fivizzano
FIVI_0007_00059,4 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,2_Interno,Con catene e cordoli,Toscana,44.2891695732047,10.1927355312628,B,MASSA-CARRARA,Fivizzano
FIVI_0007_00121,4 Piani,privato,Ante_1919,Strutture_in_muratura,Tra_30_e_65,Abitativo,DiEstremita,Con catene e cordoli,Toscana,44.2888082278091,10.1928535548043,B,MASSA-CARRARA,Fivizzano
FIVI_0007_00070,3 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2889712263026,10.1944862131514,B,MASSA-CARRARA,Fivizzano
FIVI_0007_00501,4 Piani,privato,Ante_1919,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2879601457979,10.1964710568896,B,MASSA-CARRARA,Fivizzano
FIVI_0007_00190,4 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Meno_del_30,Deposito,DiEstremita,Con catene e cordoli,Toscana,44.2885224901977,10.1943517857204,E,MASSA-CARRARA,Fivizzano
FIVI_0007_00012,2 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Deposito,DiEstremita,Senza catene e cordoli,Toscana,44.2894343670349,10.1932422346582,E,MASSA-CARRARA,Fivizzano
FIVI_0007_00232,3 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Meno_del_30,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.2885368915674,10.1929733985334,E,MASSA-CARRARA,Fivizzano
FIVI_0007_01006,4 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Oltre_65,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.288718218527,10.1928517333798,E,MASSA-CARRARA,Fivizzano
FIVI_0007_00842,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Meno_del_30,Abitativo,DiEstremita,Senza catene e cordoli,Toscana,44.2880737538774,10.1942173604063,E,MASSA-CARRARA,Fivizzano
FIVI_0007_00142,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Tra_30_e_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.2885993928086,10.1956066897037,E,MASSA-CARRARA,Fivizzano
FIVI_0007_00246,2 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Tra_30_e_65,Abitativo,2_Interno,Senza catene e cordoli,Toscana,44.2885251098654,10.1941011699447,E,MASSA-CARRARA,Fivizzano
FIVI_0007_00246,4 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Non_utilizzato,Deposito,2_Interno,Senza catene e cordoli,Toscana,44.2885251098654,10.1941011699447,E,MASSA-CARRARA,Fivizzano
FIVI_0007_00465,4 Piani,pubblico,Dal_1946_al_1961,Strutture_in_muratura,Non_utilizzato,Deposito,DiEstremita,Senza catene e cordoli,Toscana,44.2885888976137,10.1966091533149,E,MASSA-CARRARA,Fivizzano
FIVI_0007_00129,2 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Meno_del_30,Deposito,DiEstremita,Senza catene e cordoli,Toscana,44.288703818579,10.1942301248686,E,MASSA-CARRARA,Fivizzano
FIVI_0007_00083,4 Piani,privato,Dal_1946_al_1961,Strutture_in_muratura,Tra_30_e_65,Deposito,2_Interno,Con catene e cordoli,Toscana,44.2888213042817,10.1916004688277,E,MASSA-CARRARA,Fivizzano
FIVI_0007_00060,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Non_utilizzato,Deposito,1_Isolato,Senza catene e cordoli,Toscana,44.2889895546427,10.1927318887368,E,MASSA-CARRARA,Fivizzano
FIVI_0007_00845,2 Piani,privato,Ante_1919,Strutture_in_muratura,Non_utilizzato,Deposito,2_Interno,Con catene e cordoli,Toscana,44.2880907698393,10.1925883695793,E,MASSA-CARRARA,Fivizzano
FIVI_0017_00259,2 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Non_utilizzato,Deposito,1_Isolato,Con catene e cordoli,Toscana,44.2828973048467,10.1984987925676,E,MASSA-CARRARA,Fivizzano
FIVI_0144_00534,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.172130845474,10.13083283326,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00532,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1721333206641,10.1305827052641,A,MASSA-CARRARA,Fivizzano
FIVI_0183_01808,3 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Con catene e cordoli,Toscana,44.1375490566236,10.1588010747735,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00107,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1799247764154,10.1347348901156,A,MASSA-CARRARA,Fivizzano
FIVI_0183_01784,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,1_Isolato,Senza catene e cordoli,Toscana,44.1376416042674,10.1585528549926,A,MASSA-CARRARA,Fivizzano
FIVI_0067_00224,3 Piani,privato,Dal_1962_al_1971,Strutture_in_muratura,Oltre_65,Abitativo,,Senza catene e cordoli,Toscana,44.2374752293974,10.123442763106,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00523,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,,Senza catene e cordoli,Toscana,44.1723133468879,10.130586143923,A,MASSA-CARRARA,Fivizzano
FIVI_0080_00025,3 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,,Con catene e cordoli,Toscana,44.235779757505,10.1219078410628,A,MASSA-CARRARA,Fivizzano
FIVI_0067_00224,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,,Senza catene e cordoli,Toscana,44.2374752293974,10.123442763106,A,MASSA-CARRARA,Fivizzano
FIVI_0067_00242,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,,Con catene e cordoli,Toscana,44.237300127947,10.1229385293336,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00052,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,,Senza catene e cordoli,Toscana,44.1800027617753,10.1268548155872,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00056,3 Piani,privato,Dal_1972_al_1981,Strutture_in_muratura,Oltre_65,Abitativo,,Senza catene e cordoli,Toscana,44.1802728010822,10.1268599579879,A,MASSA-CARRARA,Fivizzano
FIVI_0144_00433,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,,Con catene e cordoli,Toscana,44.1733202526281,10.1379856959934,A,MASSA-CARRARA,Fivizzano
FIVI_0183_01151,3 Piani,privato,Dal_1982_al_1991,Strutture_in_muratura,Oltre_65,Abitativo,,Con catene e cordoli,Toscana,44.1390856100211,10.1582060329566,A,MASSA-CARRARA,Fivizzano
FIVI_0183_01151,3 Piani,privato,Ante_1919,Strutture_in_muratura,Oltre_65,Abitativo,,Con catene e cordoli,Toscana,44.1390856100211,10.1582060329566,A,MASSA-CARRARA,Fivizzano
FIVI_0150_00041,3 Piani,privato,Dal_1991_al_2001,Strutture_in_muratura,Oltre_65,Abitativo,,Senza catene e cordoli,Toscana,44.1728552316033,10.1394778251655,A,MASSA-CARRARA,Fivizzano
FIVI_0150_00043,3 Piani,privato,Dal_1919_al_1945,Strutture_in_muratura,Oltre_65,Abitativo,,Con catene e cordoli,Toscana,44.172943997143,10.1396046233964,A,MASSA-CARRARA,Fivizzano
